2000, 914910.0859762788, 298802.7358450121
4000, 100037.53567843052, 81481.05968317835
6000, 78899.07065177712, 11942.58404024483
8000, 37770.6854777865, 7956.720799529708
10000, 12524.851593083235, 2959.721628303639
12000, 7037.684210963246, 1909.4828747242802
14000, 3270.3927651560252, 1683.8959415958611
16000, 2206.4637007165384, 1592.3643909111581
18000, 1680.5247236572734, 1565.0182106808281
20000, 1672.5428516212316, 1553.5298191357035
22000, 1563.9622009075856, 1541.8728805699636
24000, 1563.9622009075856, 1536.4754893055465
26000, 1555.7906991502243, 1536.4754893055465
28000, 1548.8561463648298, 1536.4754893055465
30000, 1538.326649188726, 1536.4754893055465
32000, 1538.326649188726, 1533.0096804699115
34000, 1538.326649188726, 1533.0096804699115
36000, 1538.326649188726, 1533.0096804699115
38000, 1533.5296166518315, 1533.0096804699115
40000, 1533.5296166518315, 1533.0096804699115
42000, 1533.5296166518315, 1533.0096804699115
44000, 1533.5296166518315, 1533.0096804699115
46000, 1533.5296166518315, 1533.0096804699115
48000, 1533.5296166518315, 1533.0096804699115
50000, 1531.8350020148705, 1533.0096804699115
52000, 1531.8350020148705, 1533.0096804699115
54000, 1531.8350020148705, 1531.6827626744841
56000, 1531.8350020148705, 1531.6827626744841
58000, 1531.8350020148705, 1531.6827626744841
60000, 1531.8350020148705, 1531.6827626744841
62000, 1531.8350020148705, 1531.6827626744841
64000, 1531.8350020148705, 1531.6827626744841
66000, 1531.8350020148705, 1531.6827626744841
68000, 1531.8350020148705, 1530.6268382180374
70000, 1531.8350020148705, 1530.5659400804564
72000, 1531.2046367102002, 1530.5659400804564
74000, 1531.2046367102002, 1529.3785212274777
76000, 1531.2046367102002, 1529.3785212274777
78000, 1527.527088838958, 1528.6321111102252
80000, 1527.527088838958, 1528.4898165473232
82000, 1527.527088838958, 1528.4898165473232
84000, 1527.527088838958, 1527.582113201383
86000, 1527.527088838958, 1527.582113201383
88000, 1527.527088838958, 1527.30254212878
90000, 1527.3120615477744, 1527.074833733051
92000, 1526.45089871971, 1527.074833733051
94000, 1525.0111253645669, 1527.074833733051
96000, 1525.0111253645669, 1527.074833733051
98000, 1525.0111253645669, 1526.923810010875
100000, 1525.0111253645669, 1526.923810010875
102000, 1525.0111253645669, 1526.923810010875
104000, 1525.0111253645669, 1526.2005011764097
106000, 1525.0111253645669, 1525.8593712127863
108000, 1525.0111253645669, 1524.5081867218169
110000, 1525.0111253645669, 1523.3455039773476
112000, 1525.0111253645669, 1523.3455039773476
114000, 1525.0111253645669, 1521.6467335273453
116000, 1524.3981435793587, 1521.6467335273453
118000, 1523.3551639128561, 1521.6467335273453
120000, 1523.3551639128561, 1521.6467335273453
122000, 1523.3551639128561, 1521.6467335273453
124000, 1523.3551639128561, 1521.6467335273453
126000, 1523.342256711007, 1521.5862555447832
128000, 1523.342256711007, 1521.5862555447832
130000, 1523.342256711007, 1521.5862555447832
132000, 1523.2301212276886, 1520.9924216695847
134000, 1520.767574167549, 1520.823290311799
136000, 1520.767574167549, 1520.822293347577
138000, 1520.767574167549, 1520.822293347577
140000, 1519.4635436186782, 1520.822293347577
142000, 1519.4635436186782, 1520.822293347577
144000, 1519.4635436186782, 1520.822293347577
146000, 1519.0203946513402, 1520.822293347577
148000, 1519.0203946513402, 1520.822293347577
150000, 1519.0203946513402, 1520.822293347577
152000, 1518.7841629352356, 1520.822293347577
154000, 1516.8464634004529, 1520.822293347577
156000, 1516.8464634004529, 1520.822293347577
158000, 1516.5682937811184, 1520.647381053988
160000, 1514.207997769218, 1520.647381053988
162000, 1512.1747864723466, 1520.647381053988
164000, 1510.017671617266, 1520.6070725125087
166000, 1508.8755610850505, 1520.6070725125087
168000, 1508.2069813921603, 1520.5338211506353
170000, 1507.4024522762716, 1520.482196270369
172000, 1506.459876833056, 1520.482196270369
174000, 1505.982821280343, 1520.482196270369
176000, 1505.7245694569585, 1520.482196270369
178000, 1505.5497822833013, 1520.482196270369
180000, 1505.335213256849, 1520.482196270369
182000, 1505.1840485842527, 1520.482196270369
184000, 1505.0418168143822, 1520.482196270369
186000, 1504.8940959741713, 1520.386725028714
188000, 1504.772683989704, 1520.386725028714
190000, 1504.6789156248233, 1520.2670193891495
192000, 1504.578009242626, 1520.2670193891495
194000, 1504.4995717533398, 1520.2670193891495
196000, 1504.451589228752, 1520.07707452697
198000, 1504.4218790059288, 1520.07707452697
200000, 1504.3876250043875, 1520.0390804670378
