98000, 23219.116043015973, 13315.067634824707, 11922.165254709362, 18921.23902161525, 11700.244271790878, 10902.962115887298
100000, 21750.13363401393, 12534.137714423057, 11503.493517538356, 17437.42545634246, 11094.470289135015, 10242.636134380567
102000, 20114.949642544576, 12340.53432599541, 11106.340469995008, 16997.87967407248, 10658.74455897243, 9933.309151922384
104000, 19536.70695162005, 12228.016639464884, 10726.832481407051, 15943.66558460354, 10433.619968686908, 9680.666305521325
106000, 18940.92709273636, 11902.149216918559, 10269.756638769899, 15175.687708381933, 9631.995894848646, 9321.844235661443
108000, 18068.29112868352, 11811.04245530258, 9684.799275843303, 14034.813591138933, 9474.807145407029, 8962.865059207053
110000, 17520.624009896776, 11480.280014161717, 9466.804625099527, 13117.89650014495, 9244.175987645947, 8894.791740374545
112000, 16504.006755161456, 11269.93575793395, 8975.968684597061, 12758.705720895527, 9036.068314110711, 8727.743533766323
114000, 16181.654121382448, 10985.907844796917, 8975.968684597061, 12346.174976342494, 8711.25680592101, 8610.540411442176
116000, 15875.819896638386, 10776.394051033676, 8623.41457060305, 12265.955947113256, 8711.25680592101, 8542.23102641849
118000, 15786.759134034884, 10543.810273846066, 8569.646314248916, 12030.460082748104, 8537.205779570148, 8504.092773535027
120000, 15758.036455261208, 10189.119118970497, 8242.853542211475, 11724.113126044716, 8392.093106800614, 8354.285099412922
122000, 15470.009564243539, 9741.577331310042, 7885.638731931267, 11351.96372929397, 8333.67802597735, 8253.755832519295
124000, 15452.962958043172, 9296.583884850961, 7730.919299754379, 11302.016246297284, 8265.950479815092, 8137.831636890972
126000, 15278.411536958794, 9192.630545729126, 7557.000681527695, 11167.834406458942, 8260.936890017925, 7993.265328155383
128000, 15278.411536958794, 9093.270277862666, 7392.56659634953, 11071.572267602782, 8116.021582375624, 7885.384904220605
130000, 15143.54566708846, 8933.976304107142, 7164.99780123993, 10942.497811000097, 7955.541316003518, 7780.597961450611
132000, 15076.252800451226, 8744.494900546397, 7141.266042480324, 10942.497811000097, 7839.432969068335, 7715.564611818393
134000, 14876.02062187087, 8569.11763888663, 7017.089631528795, 10937.658060461115, 7618.701529856979, 7705.434367462429
136000, 14707.478959375943, 8531.719298488473, 6979.9521375059185, 10893.101802734172, 7460.56025353418, 7663.83380135386
138000, 14654.573876127271, 8459.237771006454, 6956.677348569208, 10791.546790490644, 7275.8453909422815, 7649.177835770651
140000, 14625.776648718293, 8349.585777472057, 6930.258376558799, 10700.09101631293, 7197.25911856593, 7613.738258024308
142000, 14581.139872780304, 8178.978426405587, 6890.239893711817, 10605.991645661725, 7039.160051782505, 7584.281340347239
144000, 14491.844593098942, 7942.496699186091, 6890.239893711817, 10581.51685299656, 6773.298563831625, 7564.513273505234
146000, 14450.127344864737, 7729.051401720399, 6865.758064242677, 10515.811389133976, 6590.115143239329, 7547.353656092331
148000, 14418.333530425047, 7450.351046883809, 6848.45063214267, 10479.504164126138, 6508.8357755873285, 7499.767735897048
150000, 14371.795783562744, 7407.58165108474, 6809.3269989118735, 10458.948065430846, 6434.170343616513, 7480.975289319604
152000, 14342.30752625269, 7324.512073649459, 6779.131209455641, 10423.215168955034, 6399.427499788775, 7469.491875831011
154000, 14303.189353868795, 7289.756568592258, 6730.582448658572, 10380.98951563549, 6389.45177976786, 7427.336181893718
156000, 14291.588477358107, 7245.16340716182, 6696.775708400258, 10325.237606517077, 6346.289920259477, 7404.27530465688
158000, 14284.976231277875, 7208.152511491971, 6660.068444629144, 10264.868623064303, 6343.255363614345, 7381.774770277561
160000, 14268.038584710928, 7144.745399566657, 6595.450792731029, 10204.672715016004, 6255.567778202739, 7369.897768206076
162000, 14263.165542241588, 7084.476369575183, 6553.818653682226, 10116.353112572066, 6207.622363336522, 7364.624101065953
164000, 14252.545905128814, 7052.283086908055, 6515.07362366775, 10096.05510867999, 6183.473723100212, 7353.078279113345
166000, 14229.065575306084, 7028.2952333523635, 6399.521636131973, 10073.527208928304, 6174.801144025159, 7342.110839968656
168000, 14217.535780276998, 6980.19309378305, 6334.887377218105, 10039.424726513342, 6146.943026776857, 7328.010255705301
170000, 14211.187257642232, 6943.076231903473, 6309.975260615491, 10015.197464891655, 6146.783933708314, 7310.397072548726
172000, 14207.398529529228, 6934.923532335062, 6286.613825695335, 9985.554250242289, 6105.765587544283, 7304.233354969202
174000, 14193.225478297081, 6904.812765824802, 6268.220587439682, 9955.527883127925, 6043.275889764538, 7270.507081482699
176000, 14187.055580400991, 6886.841354130018, 6258.681644950076, 9924.376679795358, 5982.4946225260155, 7215.930172784798
178000, 14179.990502318524, 6860.280035120973, 6244.146678498644, 9906.475317141878, 5940.9391348496265, 7109.1243007261855
180000, 14170.075803483149, 6806.370292555545, 6232.801322586094, 9888.83554334726, 5903.506026354527, 7086.619130629293
182000, 14158.943603949469, 6783.772068446577, 6227.892193293042, 9871.351331867143, 5897.035870969668, 7064.639531884917
184000, 14154.522579401166, 6749.311778202204, 6216.362353828977, 9857.705508671956, 5885.478890835264, 7055.210798917615
186000, 14148.224161879827, 6713.070352933432, 6211.828627498649, 9833.306893678757, 5871.182116339211, 7031.887174919506
188000, 14144.911878750967, 6674.757968068797, 6201.402424392932, 9833.306893678757, 5864.344070646208, 7029.825001264006
190000, 14140.169678390273, 6638.912895776606, 6195.647217021791, 9813.287259069635, 5859.887907464718, 7021.370634658346
192000, 14132.166380784709, 6607.202798766748, 6191.770821010934, 9783.013243838806, 5826.249705599119, 7009.561988569673
194000, 14125.204024229253, 6585.540415785979, 6187.162030604699, 9754.37363903737, 5790.705795147559, 6992.366888141212
196000, 14117.910149447162, 6565.524074930711, 6185.567557881734, 9738.210310767037, 5757.765001348619, 6973.853245010384
198000, 14101.820435548922, 6522.128975359853, 6179.632390248447, 9730.991260017676, 5711.469137765309, 6964.194804208263
200000, 14091.061513725634, 6481.531646966604, 6174.685925136991, 9719.546680526142, 5689.546064640153, 6944.682304489866
