50000, 107775.7572589931, 76788.47482337133, 92178.63491468802, 81442.18285388083, 90228.76845862751, 104280.02525055961, 107832.61085763726, 89516.68726687176, 70896.04003371071, 97571.4414600641, 112078.81127197774, 69636.91710367856, 93043.00447248628, 99927.85290488538, 91225.5920595314, 90300.68341193622, 99874.48382053305, 99623.80232993184, 94639.85530961238, 112702.1226195751, 96803.16856556664, 74972.48799615494, 93535.0585740148, 107679.07205003368, 84459.47255925978, 91118.58052802004, 92460.80035080637, 106860.15934499924, 71992.09653876064, 109381.48856622243, 107086.67437153903, 92631.40485619703, 106627.56189281751, 72056.18076385683, 103988.22169980932, 112798.01333929632, 108863.51422204393, 84351.17366648266, 92525.96020799309, 90095.20336457218, 81374.22378288007, 109106.9882034856, 111175.56050404394, 97847.23336254433, 96026.62497192869, 67684.60746885935, 106808.40062961768, 98280.21602850332, 79816.0764741518, 90535.86624454932
100000, 94188.18874255405, 75500.86498207645, 86667.82986755378, 81066.208816809, 89393.84369812593, 90534.83641808979, 93393.25653968794, 77737.2833784063, 70896.04003371071, 93668.42714804188, 97655.54180259758, 67589.05004750052, 81226.02855306413, 93156.56513482516, 91225.5920595314, 90300.68341193622, 63090.75820634556, 93335.60052961757, 88026.01168251003, 77974.01785376841, 92356.13413134418, 74972.48799615494, 80183.46616605867, 80793.48568495126, 84459.47255925978, 91118.58052802004, 92460.80035080637, 79366.69376592549, 71992.09653876064, 99762.38147942962, 84664.81505935172, 80864.83859931487, 84912.59855615407, 72056.18076385683, 98169.2142297219, 96581.64283391334, 91760.2036869548, 84351.17366648266, 78853.38980365706, 79976.65911030788, 79359.79801517511, 93437.2908672838, 99761.46254916645, 97847.23336254433, 85040.9611518393, 67684.60746885935, 95565.32426002734, 91968.68772793167, 79816.0764741518, 90030.11577420031
150000, 79216.84425299474, 73232.12303758264, 79124.55699170353, 81066.208816809, 75758.31674029518, 60529.84841342994, 91102.82234862438, 67427.37994099731, 70896.04003371071, 68555.73067477328, 83093.9732496263, 55218.904818876006, 81226.02855306413, 77344.40506734478, 69611.60761648105, 82882.62548411344, 61694.47954677976, 93335.60052961757, 59944.13453865572, 68162.03184857375, 87987.83435331142, 74972.48799615494, 73904.66668479936, 80793.48568495126, 69700.87103906741, 75907.37583767524, 66916.88466208405, 65858.37804108435, 65772.4732526724, 96711.90915633859, 84664.81505935172, 80864.83859931487, 76031.3989995082, 68867.9052274483, 75718.74900826093, 76957.15222819844, 91760.2036869548, 84351.17366648266, 55322.81380857573, 70125.86273937028, 60608.19748172084, 90610.0751111118, 96628.46909309113, 72650.15827739958, 72748.73578074691, 67282.81852058037, 74391.23883512407, 89142.95806296167, 73632.99492724685, 85542.89261867924
200000, 79216.84425299474, 72108.77276918768, 72809.22713421559, 78741.0249614337, 75758.31674029518, 60529.84841342994, 76341.31220522389, 55785.825996596555, 66919.32058627978, 68555.73067477328, 76522.49330056222, 55218.904818876006, 72422.63829114161, 74951.99803328632, 69611.60761648105, 64993.364216674905, 61694.47954677976, 80024.35187260772, 59944.13453865572, 68162.03184857375, 72054.46078456372, 74972.48799615494, 73904.66668479936, 73376.47201288109, 58557.81332676538, 75907.37583767524, 66916.88466208405, 63553.01614189011, 64849.24731312723, 65802.56944131522, 84664.81505935172, 80864.83859931487, 73116.44635096274, 62027.750187474405, 72294.46751091217, 74564.51351835912, 66655.37283326614, 63698.66848228553, 55322.81380857573, 68246.57275794637, 60608.19748172084, 85523.20124980003, 87921.97031065896, 72650.15827739958, 56224.53754490397, 62924.53776509646, 66149.51853477178, 68370.47987161297, 73632.99492724685, 72319.36723182109
250000, 79216.84425299474, 65456.96972366892, 71773.6311345933, 58852.80681131418, 68089.09955106728, 60529.84841342994, 73736.44695904462, 54955.13872588064, 56096.89041166188, 55171.74383659419, 70384.49307521405, 55218.904818876006, 67236.6504361136, 58705.72815622486, 58549.80332360106, 64993.364216674905, 52479.4930741275, 79011.36411764607, 50591.26523249199, 61943.40167971691, 71901.70005249856, 74972.48799615494, 70051.25396104938, 57577.17223318222, 58115.92127363265, 70090.81823626556, 50087.22393320343, 58962.09095853777, 53959.72787161573, 60526.42494199466, 84664.81505935172, 54780.50093869234, 62249.82724100757, 51015.961241227975, 72294.46751091217, 74564.51351835912, 66655.37283326614, 51907.067362173526, 41615.64358745521, 68246.57275794637, 60608.19748172084, 75851.77481282625, 67456.48432549626, 71678.82158403726, 56224.53754490397, 62924.53776509646, 60938.40355990877, 61389.14724057521, 69174.5493260722, 58295.26743521581
300000, 57409.760767535845, 65456.96972366892, 61741.03968112644, 51489.33463500271, 53356.576539697235, 60529.84841342994, 72778.22836447004, 54955.13872588064, 56096.89041166188, 55171.74383659419, 63444.898943264794, 55183.22404691309, 52886.85323130205, 49386.350899922734, 58549.80332360106, 45701.21663859529, 52479.4930741275, 71893.9489577202, 50591.26523249199, 61943.40167971691, 62921.23106751439, 56069.09805798751, 63535.03869480163, 57577.17223318222, 58115.92127363265, 64039.06006010187, 50087.22393320343, 58962.09095853777, 53104.73259235566, 60526.42494199466, 75169.26566575129, 54780.50093869234, 62249.82724100757, 51015.961241227975, 70359.6149155428, 57736.68376280428, 63479.02675345848, 48180.41049642305, 41615.64358745521, 54496.260785458595, 60608.19748172084, 61047.78699967129, 64806.78798555657, 57694.24327014752, 48980.96432930294, 59957.86590528872, 55223.19331504205, 60839.33602679246, 64874.05270529501, 58295.26743521581
350000, 57409.760767535845, 65456.96972366892, 52311.94248978641, 48744.08706549389, 53356.576539697235, 60529.84841342994, 69575.45180684574, 43808.93323088708, 53806.29723506674, 44568.66722248545, 58880.37384656424, 55183.22404691309, 47590.503803341926, 34666.154182734375, 40308.085959193704, 45701.21663859529, 36137.17289813673, 57885.06639338559, 50591.26523249199, 43792.70737776689, 42629.35127026545, 54861.40194628103, 56906.92400817007, 57577.17223318222, 45764.59372372246, 64039.06006010187, 38978.698623588774, 38738.00987833251, 53104.73259235566, 54759.00885955589, 53639.067963606074, 54780.50093869234, 62249.82724100757, 51015.961241227975, 47249.02636393541, 54497.44279977043, 58689.00014272844, 43021.28673265519, 34484.48799137179, 54496.260785458595, 60608.19748172084, 45704.53027702247, 48215.97566580681, 57391.34895149734, 48980.96432930294, 57317.23429012174, 55223.19331504205, 50577.24967944924, 53665.98686731554, 58295.26743521581
400000, 57409.760767535845, 60290.54687229514, 52311.94248978641, 48744.08706549389, 52231.58992008182, 43007.976618661174, 61343.898026784984, 43808.93323088708, 53806.29723506674, 42198.28703989931, 48777.15700154216, 45830.31457761671, 46681.68746611657, 34666.154182734375, 40308.085959193704, 45701.21663859529, 35553.5614289338, 52573.57531794743, 50591.26523249199, 43792.70737776689, 42629.35127026545, 51493.37077019399, 53477.7955671877, 57577.17223318222, 45764.59372372246, 54682.26523052686, 38949.36650385488, 38738.00987833251, 50828.408603554424, 52513.6260615205, 46182.934063135275, 52271.874426781, 44653.295759622066, 47221.52112906426, 47249.02636393541, 51974.32091570509, 54509.9412316289, 43021.28673265519, 34484.48799137179, 54496.260785458595, 50807.471125979035, 45704.53027702247, 48215.97566580681, 51515.49336421736, 48980.96432930294, 45752.92860288481, 47555.1692606124, 50577.24967944924, 53665.98686731554, 53725.77825988959
450000, 49952.922526912604, 58069.123032277246, 43512.84159932794, 48744.08706549389, 52231.58992008182, 35620.295028199995, 47331.75229894852, 42444.2350281469, 45472.42231587333, 42198.28703989931, 48777.15700154216, 45830.31457761671, 38466.82696509523, 32386.733421895457, 40308.085959193704, 45701.21663859529, 34639.53831556532, 49515.07149010117, 40940.32756732612, 37562.130674491724, 42629.35127026545, 42307.101593365565, 50154.109907088496, 57577.17223318222, 45764.59372372246, 45840.07835095289, 37896.4555926027, 38738.00987833251, 48709.92296001562, 52513.6260615205, 43870.834586844, 52271.874426781, 44653.295759622066, 47221.52112906426, 33916.04116271552, 35824.05063164719, 54509.9412316289, 31967.13672425417, 32779.79314095153, 54496.260785458595, 50807.471125979035, 45704.53027702247, 45682.148195713016, 43120.28137891082, 42947.20879511385, 45752.92860288481, 43008.10049431772, 50577.24967944924, 53186.7941635443, 43957.385551431464
500000, 41911.3888426629, 52810.706069160704, 41523.98593769457, 46905.920949198655, 48569.38963480657, 35620.295028199995, 47331.75229894852, 32452.965915477333, 41428.413943962165, 42198.28703989931, 37051.476817402545, 45830.31457761671, 37200.627262369024, 32386.733421895457, 40308.085959193704, 45701.21663859529, 34639.53831556532, 44861.18713267754, 40940.32756732612, 37562.130674491724, 42629.35127026545, 42307.101593365565, 48061.35637060918, 51218.831806974056, 45764.59372372246, 45840.07835095289, 37896.4555926027, 38738.00987833251, 46987.42782892351, 43856.27795979995, 41646.76075838516, 44003.83695391179, 44653.295759622066, 47221.52112906426, 33916.04116271552, 35824.05063164719, 37836.70713669212, 28302.805202593547, 32779.79314095153, 43448.9810356852, 48535.580187324966, 33733.40004829021, 40542.62967108687, 43120.28137891082, 42947.20879511385, 45752.92860288481, 43008.10049431772, 50386.63763625356, 51139.290531077204, 39256.77909747308
